Hike_ID,ascent,descent,difficulty,high,latitude,length,location,longitude,low,name,starVotes,stars,summary,url
957,3848,-796,blue,3548,47.5678,15.8,"Central Park, Washington",-123.6547,497,North Fork Quinault River Trail,5,4.2,"Historic and beautiful, this trail weaves along a pristine rainforest wilderness towards Low Divide.",https://www.hikingproject.com/trail/7001965/north-fork-quinault-river-trail
958,4414,-4414,blue,2870,47.5727,35.2,"Quinault, Washington",-123.5701,627,Enchanted Valley Route,17,4.9,The scenic end point is enchanted indeed.,https://www.hikingproject.com/trail/7012540/enchanted-valley-route
959,3552,-927,greenBlue,3253,47.5727,18.0,"Seabeck, Washington",-123.5701,628,East Fork Quinault Trail,5,5.0,This long uphill trail along the Quinault River winds its way through some old forests .,https://www.hikingproject.com/trail/7001878/east-fork-quinault-trail
960,1547,0,blueBlack,4960,47.5658,1.8,"Seabeck, Washington",-123.3442,3414,Gladys Divide Trail,2,5.0,A stunning route to one of the more scenic mountain regions along the Hood Canal.,https://www.hikingproject.com/trail/7001974/gladys-divide-trail
961,3726,-1469,blueBlack,2715,47.6845,17.2,"Brinnon, Washington",-123.0399,444,Duckabush River Trail #803,9,4.3,"A sometimes easy, sometimes challenging beautiful river hike to the high country.",https://www.hikingproject.com/trail/7037741/duckabush-river-trail-803
962,543,-175,black,4925,47.6496,1.2,"Seabeck, Washington",-123.3629,4397,LaCrosse Basin Way Trail,2,4.5,"One of Olympic's best kept secrets, this trail offers stunning views and true wilderness solitude.",https://www.hikingproject.com/trail/7001888/lacrosse-basin-way-trail
963,3071,-669,black,4596,47.5685,2.8,"Seabeck, Washington",-123.3762,1526,Black and White Lakes Primitive Trail,2,4.5,"Remote and stunning, Black and White Lakes offer amazing views and oftentimes solitude.",https://www.hikingproject.com/trail/7001881/black-and-white-lakes-primitive-trail
964,619,-1466,black,5382,47.6643,1.4,"Seabeck, Washington",-123.3598,3919,Rangers Pass,2,4.5,Needs Summary,https://www.hikingproject.com/trail/7013392/rangers-pass
965,2993,-2407,blueBlack,4943,47.6537,11.5,"Seabeck, Washington",-123.3204,2718,O'Neil Pass Trail,1,4.0,Record sized trees and beautiful views make this a great backpacking destination.,https://www.hikingproject.com/trail/7001889/oneil-pass-trail
966,928,0,blueBlack,4358,47.5658,1.1,"Seabeck, Washington",-123.3443,3430,Black and White Lakes Trail,1,4.0,A rarely used trail to impressive lakes and stunning panoramic views of the Skokomish River Valley.,https://www.hikingproject.com/trail/7001886/black-and-white-lakes-trail
967,3280,-3279,black,4914,47.5835,6.5,"Seabeck, Washington",-123.2341,1653,Lake of the Angels (Putvin Trail),17,4.8,"One of the greatest, steepest and most majestic destinations in all of Olympic National Park.",https://www.hikingproject.com/trail/7001921/lake-of-the-angels-putvin-trail
968,2881,-1901,black,5537,47.6662,5.4,"Seabeck, Washington",-123.2974,2656,LaCrosse Pass,1,4.0,"Showing off forests, mountains and glaciers, this trail is steep, remote and gorgeous.",https://www.hikingproject.com/trail/7001887/lacrosse-pass
969,2536,-602,black,4058,47.5752,3.7,"Seabeck, Washington",-123.2611,1879,Milred Lakes Trail,1,2.0,Needs Adoption,https://www.hikingproject.com/trail/7001959/milred-lakes-trail
970,1365,-1364,blue,1953,47.5997,6.7,"Seabeck, Washington",-123.1514,727,Lena Lake,24,4.3,Head steadily uphill to enjoy quiet Lena Lake amid Old Growth forest. A favorite east Olympic trail!,https://www.hikingproject.com/trail/7001958/lena-lake
971,2661,-116,black,4604,47.6201,3.4,"Seabeck, Washington",-123.1635,2051,Upper Lena Lake Trail,7,4.3,Needs Adoption,https://www.hikingproject.com/trail/7001944/upper-lena-lake-trail
972,1401,-104,blue,3203,47.6232,2.6,"Seabeck, Washington",-123.1562,1849,The Brothers Trail #821,3,4.0,There's a reason they call this area the Valley of the Silent Men. Come see for yourself.,https://www.hikingproject.com/trail/7001957/the-brothers-trail-821
973,127,-367,blue,1218,47.571,1.6,"Hoodsport, Washington",-123.1473,868,Elk Lake,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064619/elk-lake
974,1493,-107,black,3758,47.5858,1.7,"Hoodsport, Washington",-123.1293,2266,Jefferson Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064846/jefferson-ridge
975,231,-199,greenBlue,736,47.595,1.7,"Hoodsport, Washington",-123.1225,539,Living Legacy Interpretive Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065053/living-legacy-interpretive-trail
976,1438,-1438,greenBlue,1492,47.5519,8.2,"Seabeck, Washington",-122.8266,669,Green Mountain Loop,8,4.6,"A beautiful, forested loop that travels up climbs and through rolling terrain.",https://www.hikingproject.com/trail/7022914/green-mountain-loop
977,825,0,blue,1495,47.5519,1.9,"Seabeck, Washington",-122.8266,670,Gold Creek Trail,9,4.0,A trail that follows a rooty climb through a charming forest.,https://www.hikingproject.com/trail/7022913/gold-creek-trail
978,1199,-230,blueBlack,1494,47.6002,4.0,"Erlands Point-Kitsap Lake, Washington",-122.7881,526,Wildcat Trail,2,3.5,"A rolling climb that takes hikers past nice views, some of which are close to the summit.",https://www.hikingproject.com/trail/7022911/wildcat-trail
979,175,-357,greenBlue,1078,47.5667,1.2,"Seabeck, Washington",-122.815,733,Plummer Trail,1,3.0,Needs Summary,https://www.hikingproject.com/trail/7021891/plummer-trail
980,422,-363,greenBlue,1304,47.579,2.9,"Erlands Point-Kitsap Lake, Washington",-122.7941,963,Beaver Pond Trail,2,2.0,A rolling trail through unique segments of forest that ends in a rocky climb.,https://www.hikingproject.com/trail/7022912/beaver-pond-trail
981,1078,-2,greenBlue,1683,47.581,4.3,"Seabeck, Washington",-122.8349,607,Green Mountain Road (GM-1),1,2.0,The primary road access and shuttle route.,https://www.hikingproject.com/trail/7076812/green-mountain-road-gm-1
982,0,-490,greenBlue,1344,47.5681,1.0,"Seabeck, Washington",-122.8035,854,Green Mountain Road (GM-17),1,2.0,Non-technical elevation gain to get to the upper portion of Green Mountain Road (GM-1).,https://www.hikingproject.com/trail/7048261/green-mountain-road-gm-17
983,375,-148,green,984,47.5554,3.4,"Seabeck, Washington",-122.8174,720,Green Mountain Road (GM-6),0,0.0,Needs Summary,https://www.hikingproject.com/trail/7076810/green-mountain-road-gm-6
984,0,-88,green,129,47.6785,1.0,"Silverdale, Washington",-122.6894,41,Clear Creek Paved Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7027758/clear-creek-paved-trail
985,469,-430,blue,349,47.655,4.9,"Bainbridge Island, Washington",-122.5133,11,Cross Island Trail,6,4.8,This is a coast-to-coast trail on Bainbridge Island with great views all along the way.,https://www.hikingproject.com/trail/7047354/cross-island-trail
986,37,-37,green,67,47.6682,1.9,"Silverdale, Washington",-122.6816,46,Clear Creek Trail Loop,4,3.8,A fun hike in part of the Clear Creek Trail system.,https://www.hikingproject.com/trail/7025446/clear-creek-trail-loop
987,74,-72,greenBlue,335,47.6513,1.5,"Bainbridge Island, Washington",-122.5472,281,Grand Forest East Main Loop,2,4.5,A hilly singletrack trail through a pristine island forest.,https://www.hikingproject.com/trail/7046948/grand-forest-east-main-loop
988,3,-134,green,163,47.5848,1.1,"Manchester, Washington",-122.5251,29,Fort Ward to Blakely Harbor Trail,1,4.0,A beautiful stretch of trail connecting Blakely Harbor Park to Fort Ward Park,https://www.hikingproject.com/trail/7020358/fort-ward-to-blakely-harbor-trail
989,29,-28,green,146,47.667,1.6,"Bainbridge Island, Washington",-122.5792,125,Battle Point Park Trail,1,4.0,A flat trail with access to connecting trails.,https://www.hikingproject.com/trail/7072299/battle-point-park-trail
990,96,-112,greenBlue,166,47.6569,1.1,"Bainbridge Island, Washington",-122.5606,59,Forest to Sky Trail,2,3.5,"A short, slightly hilly trail that connects two Bainbridge Island parks.",https://www.hikingproject.com/trail/7046947/forest-to-sky-trail
991,53,-58,green,152,47.6568,1.3,"Bainbridge Island, Washington",-122.5604,99,Grand Forest West Main Loop,3,3.0,A mostly flat singletrack loop through pristine island forests.,https://www.hikingproject.com/trail/7047308/grand-forest-west-main-loop
992,78,-68,greenBlue,368,47.6249,1.4,"Bainbridge Island, Washington",-122.566,311,Gazzam Main Trail,2,3.0,This is a flat singletrack with lots of side trails that can be used on longer hikes.,https://www.hikingproject.com/trail/7047535/gazzam-main-trail
993,169,-148,green,185,47.5832,1.6,"Manchester, Washington",-122.5251,17,Fort Ward Main Loop,1,3.0,This is a nice short loop with forest and water views.,https://www.hikingproject.com/trail/7048596/fort-ward-main-loop
994,406,-405,greenBlue,335,47.6586,4.0,"Seattle, Washington",-122.4081,10,Discovery Park and Lighthouse Loop,21,4.2,An easy hike with views of Mt. Rainier from the West Point Lighthouse.,https://www.hikingproject.com/trail/7013499/discovery-park-and-lighthouse-loop
995,219,-217,greenBlue,337,47.6586,2.9,"Seattle, Washington",-122.4081,196,Loop Trail,14,4.1,A perfect hike with coastal views when you want to get outside for a great workout.,https://www.hikingproject.com/trail/7013513/loop-trail
996,6,-169,greenBlue,181,47.6648,1.1,"Bainbridge Island, Washington",-122.4211,17,North Beach Trail,4,3.0,Needs Summary,https://www.hikingproject.com/trail/7021895/north-beach-trail
997,25,-11,green,23,47.5779,3.7,"Seattle, Washington",-122.4159,9,Alki Trail,7,4.6,The stroll along Alki's waterfront has some of the most iconic views of downtown Seattle's skyline.,https://www.hikingproject.com/trail/7019014/alki-trail
998,17,-17,greenBlue,18,47.615,1.4,"Seattle, Washington",-122.355,9,Myrtle Edwards Park Trail,4,2.8,A nice hike along Elliot Bay through Myrtle Edwards Park.,https://www.hikingproject.com/trail/7044762/myrtle-edwards-park-trail
999,231,-205,green,535,47.6551,4.4,"Yarrow Point, Washington",-122.1847,396,Bridle Trails State Park - Outer Loop,14,4.1,"A great loop around Bridle Trails State Park, with rolling hills and green forests.",https://www.hikingproject.com/trail/7022574/bridle-trails-state-park-outer-loop
1000,15,-15,blue,30,47.6583,1.0,"Yarrow Point, Washington",-122.2912,20,Union Bay Loop,1,4.0,Enjoy a short hike through a restored wetland with great opportunities for bird watching.,https://www.hikingproject.com/trail/7044748/union-bay-loop
1001,212,-180,green,537,47.655,3.6,"Yarrow Point, Washington",-122.1842,415,Coyote Trail,6,4.3,A beautiful loop through Bridle Trails State Park.,https://www.hikingproject.com/trail/7023179/coyote-trail
1002,95,-89,green,124,47.6316,1.1,"Seattle, Washington",-122.2954,69,Lookout Trail,4,4.0,Needs Summary,https://www.hikingproject.com/trail/7070055/lookout-trail
1003,129,-29,green,136,47.6407,1.3,"Yarrow Point, Washington",-122.2944,34,Loop Trail,2,4.0,Needs Summary,https://www.hikingproject.com/trail/7070053/loop-trail
1004,127,-63,green,152,47.6407,1.0,"Yarrow Point, Washington",-122.2943,41,Arboretum Drive,2,4.0,Needs Summary,https://www.hikingproject.com/trail/7070054/arboretum-drive
1005,125,-94,green,531,47.6551,1.8,"Yarrow Point, Washington",-122.1841,416,Trillium Trail,3,3.7,A loop trail through the center of the park.,https://www.hikingproject.com/trail/7023299/trillium-trail
1006,188,-71,greenBlue,433,47.6499,1.3,"Yarrow Point, Washington",-122.1934,305,Watershed Park Main Trail,3,3.7,Who knew this was in your backyard?,https://www.hikingproject.com/trail/7053396/watershed-park-main-trail
1007,17,-15,green,36,47.5918,1.1,"Bellevue, Washington",-122.1931,20,Heritage Loop,6,3.3,Circle a historic blueberry farm in this Eastside urban oasis.,https://www.hikingproject.com/trail/7019057/heritage-loop
1008,720,-480,greenBlue,337,47.6143,10.3,"Medina, Washington",-122.2179,28,Lake to Lake Trail,3,3.3,A path connecting Lake Washington and Lake Sammamish.,https://www.hikingproject.com/trail/7044751/lake-to-lake-trail
1009,98,-111,green,507,47.655,1.1,"Yarrow Point, Washington",-122.1842,396,Raven Trail,1,3.0,An easy one-mile trail in the northwest corner of Bridle Trails State Park.,https://www.hikingproject.com/trail/7023298/raven-trail
1010,63,-147,green,159,47.5519,1.1,"Mercer Island, Washington",-122.254,27,Sqebeqed Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7070087/sqebeqed-trail
1011,71,-246,greenBlue,263,47.5964,1.5,"Newport, Washington",-122.1704,56,Woodridge North Loop,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7076617/woodridge-north-loop
1012,62,-61,green,93,47.5824,1.1,"Newport, Washington",-122.1798,34,Lake to Sound Trail: Mercer Slough,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7076612/lake-to-sound-trail-mercer-slough
1013,238,-387,greenBlue,331,47.5901,1.4,"West Lake Sammamish, Washington",-122.1156,94,Weowna Trail,5,3.0,"A wide, maintained trail through a ridge-side greenbelt.",https://www.hikingproject.com/trail/7045388/weowna-trail
1014,33,-86,greenBlue,534,47.5989,1.3,"City of Sammamish, Washington",-122.0084,459,Ann's Walking Trail,1,4.0,A quiet wetland trail full of life.,https://www.hikingproject.com/trail/7053921/anns-walking-trail
1015,117,-52,green,562,47.605,1.4,"City of Sammamish, Washington",-121.9834,489,Northwest Passage,1,3.0,Needs Summary,https://www.hikingproject.com/trail/7048401/northwest-passage
1016,41,-111,green,527,47.6119,1.2,"Ames Lake, Washington",-121.9906,416,Water Pipeline Trail,2,2.0,A jump-off for accessing the trails in the Soaring Eagle Park trail network.,https://www.hikingproject.com/trail/7002025/water-pipeline-trail
1017,3081,-517,blue,3824,47.561,9.9,"Tanner, Washington",-121.5321,1209,Snoqualmie Lake Trail,4,4.0,A long trail to a large quiet lake in the Alpine Lakes Wilderness,https://www.hikingproject.com/trail/7023648/snoqualmie-lake-trail
1018,1293,0,black,3108,47.586,1.1,"Skykomish, Washington",-121.4939,1815,Marten Lake,3,4.0,Needs Summary,https://www.hikingproject.com/trail/7064972/marten-lake
1019,1934,-106,black,3764,47.5751,2.1,"Skykomish, Washington",-121.4443,1848,Nordrum Lake Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065324/nordrum-lake-trail
1020,3107,-48,black,5247,47.6395,4.3,"Skykomish, Washington",-121.5285,2156,Bare Mountain,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064318/bare-mountain
1021,890,-150,blue,2386,47.6465,3.2,"Carnation, Washington",-121.5967,1630,Sunday Lake,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065570/sunday-lake
1022,2487,-100,black,4585,47.6362,4.6,"Skykomish, Washington",-121.5226,2161,Lennox Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065129/lennox-creek-trail
1023,1991,-297,black,3861,47.5738,2.3,"Tanner, Washington",-121.5575,2167,Quartz Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065618/quartz-creek-trail
1024,392,-1935,blueBlack,3814,47.5737,4.5,"Skykomish, Washington",-121.3884,2271,Lake Dorothy,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065013/lake-dorothy
1025,1169,-238,greenBlue,2260,47.6718,5.8,"Skykomish, Washington",-121.3936,1324,East Fork Miller River Road,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064578/east-fork-miller-river-road
1026,3417,-473,blueBlack,4871,47.6348,6.6,"Skykomish, Washington",-121.304,1598,West Fork Foss Trail #1064,2,5.0,"See five beautiful lakes, waterfalls, great valley views, and limited crowds along this great trail.",https://www.hikingproject.com/trail/7057312/west-fork-foss-trail-1064
1027,517,-1697,blue,4801,47.6787,5.4,"Skykomish, Washington",-121.2647,3158,Tonga Ridge Trail #1058,2,4.0,This trail is mostly along ridgeline with good views.,https://www.hikingproject.com/trail/7053529/tonga-ridge-trail-1058
1028,3231,-207,blueBlack,4700,47.6653,7.5,"Skykomish, Washington",-121.2883,1677,Necklace Valley Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065276/necklace-valley-trail
1029,3224,-746,blueBlack,4442,47.7147,10.0,"Skykomish, Washington",-121.1912,1963,Deception Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064507/deception-creek
1030,997,-938,blueBlack,4748,47.594,4.2,"Skykomish, Washington",-121.1406,4043,Lake Clarice,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064995/lake-clarice
1031,268,-209,black,5026,47.6568,1.2,"Skykomish, Washington",-121.2174,4757,Fisher Lake,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064630/fisher-lake
1032,1966,-82,black,6277,47.5887,1.9,"Skykomish, Washington",-121.1354,4325,Robin Lakes,2,4.0,Needs Summary,https://www.hikingproject.com/trail/7065767/robin-lakes
1033,12521,-8327,blueBlack,7265,47.5688,29.9,"Leavenworth, Washington",-120.6811,1218,Icicle Ridge Trail #1570,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7049678/icicle-ridge-trail-1570
1034,213,-330,blue,5578,47.5507,1.0,"Skykomish, Washington",-121.134,5365,Peggy's Pond Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7039171/peggys-pond-trail
1035,2822,-717,blue,4993,47.6123,12.0,"Leavenworth, Washington",-120.9495,2839,Icicle Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064823/icicle-creek
1036,2848,-2921,black,5797,47.7452,10.5,"Skykomish, Washington",-120.9572,3251,Wildhorse Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065848/wildhorse-trail
1037,1437,-102,black,5230,47.5936,1.6,"Leavenworth, Washington",-121.0465,3793,Klonaqua Lakes,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064835/klonaqua-lakes
1038,1137,0,black,6185,47.634,1.3,"Skykomish, Washington",-121.1428,5048,Surprise Mountain,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065411/surprise-mountain
1039,2287,-460,black,5549,47.6644,2.9,"Skykomish, Washington",-121.0434,3265,Lorraine Ridge Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065166/lorraine-ridge-trail
1040,1667,-4731,black,6270,47.5543,7.2,"Leavenworth, Washington",-120.9826,2830,Blackjack Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064296/blackjack-ridge
1041,1057,-41,blue,4498,47.6508,3.3,"Skykomish, Washington",-121.0658,3470,Leland Lake Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065165/leland-lake-trail
1042,2358,-2795,black,5730,47.6164,6.2,"Leavenworth, Washington",-121.0228,2956,French Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064658/french-ridge
1043,1986,-252,blueBlack,5080,47.6653,5.0,"Skykomish, Washington",-121.0414,3236,Square Lake,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065598/square-lake
1044,522,-523,green,2798,47.6086,4.3,"Leavenworth, Washington",-120.8945,2649,Icicle Gorge Loop Trail #1596,5,4.4,A beautiful day hike or family outing.,https://www.hikingproject.com/trail/7029807/icicle-gorge-loop-trail-1596
1045,4108,-617,black,6582,47.6086,5.7,"Leavenworth, Washington",-120.8821,2637,Chatter Creek Trail #1580,2,4.5,"A steep, wildflower-filled trail to Icicle Ridge and beyond.",https://www.hikingproject.com/trail/7019183/chatter-creek-trail-1580
1046,5237,-277,blue,6782,47.6891,13.3,"Leavenworth, Washington",-120.7392,1822,Chiwaukum Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064397/chiwaukum-creek
1047,1609,-307,black,4835,47.5945,4.3,"Leavenworth, Washington",-120.9193,3516,Trout Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065798/trout-creek-trail
1048,2161,-1177,black,5757,47.5705,3.6,"Leavenworth, Washington",-120.9322,3640,Jack Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064837/jack-ridge
1049,72,-111,green,2872,47.6048,1.7,"Leavenworth, Washington",-120.9182,2806,Jack Pine,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064843/jack-pine
1050,77,-72,green,2828,47.6068,1.1,"Leavenworth, Washington",-120.8905,2751,Icicle Gorge Upper Loop,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064876/icicle-gorge-upper-loop
1051,3927,-63,black,6694,47.6713,4.8,"Leavenworth, Washington",-120.7554,2829,Hatchery Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064745/hatchery-creek
1052,1315,-1438,black,6159,47.671,3.1,"Leavenworth, Washington",-120.7803,4843,Badlands,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064361/badlands
1053,92,-878,blueBlack,4973,47.6522,2.6,"Leavenworth, Washington",-120.8887,4177,Index Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064898/index-creek
1054,65,-2479,black,6130,47.6468,4.6,"Leavenworth, Washington",-120.8594,3715,Painter Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065375/painter-creek-trail
1055,1758,-1758,blue,2959,47.5688,5.0,"Leavenworth, Washington",-120.6811,1220,Icicle Ridge Viewpoint Out-and-Back,8,4.1,"A steady, popular climb leading to beautiful views of Leavenworth from the top of the ridge.",https://www.hikingproject.com/trail/7049487/icicle-ridge-viewpoint-out-and-back
1056,4498,-8,blueBlack,6759,47.5782,5.0,"Leavenworth, Washington",-120.7967,2269,Fourth of July Creek Trail #1579,2,4.5,A steep climb to Icicle Ridge Trail #1570 from Icicle Road.,https://www.hikingproject.com/trail/7051641/fourth-of-july-creek-trail-1579
1057,237,-1133,dblack,2802,47.6225,3.0,"Leavenworth, Washington",-120.6905,1743,Rosy Boa,2,4.5,This is an awesome smooth trail! Extra special kudos to the builders!,https://www.hikingproject.com/trail/7037521/rosy-boa
1058,104,-8,green,1410,47.5874,1.1,"Leavenworth, Washington",-120.7077,1313,Tumwater Pipeline Trail,2,3.0,A gentle trail following along the Wenatchee River.,https://www.hikingproject.com/trail/7058615/tumwater-pipeline-trail
1059,1104,-338,blue,2508,47.6428,3.5,"Leavenworth, Washington",-120.665,1480,Chumstick Spire Hike,1,3.0,Trail up to the striking Chumstick Spire,https://www.hikingproject.com/trail/7083775/chumstick-spire-hike
1060,4897,-497,blue,5089,47.8612,17.1,"Forks, Washington",-123.9335,681,Hoh River Trail,26,4.5,"This favorite trail along glacier-fed Hoh River is a riot of techincolor, moss-covered trees",https://www.hikingproject.com/trail/7001861/hoh-river-trail
1061,4574,-4085,dblack,6007,47.9053,13.4,"Port Angeles, Washington",-123.7141,4299,Bailey Range Route,2,5.0,"With endless panoramic views, many think this is the greatest backpacking traverse in Olympic NP.",https://www.hikingproject.com/trail/7001863/bailey-range-route
1062,535,-416,greenBlue,948,47.7982,4.6,"Forks, Washington",-123.9534,787,South Fork Hoh River Trail,3,3.7,"Explore solitude on the Hoh River, away from the crowds and in serene, ancient wilderness.",https://www.hikingproject.com/trail/7001862/south-fork-hoh-river-trail
1063,2881,-2736,blueBlack,3288,47.8204,8.2,"Forks, Washington",-124.0226,562,Hoh-Bogachiel Trail,1,2.0,This primitive trail does not see much traffic and is likely to be a bit overgrown.,https://www.hikingproject.com/trail/7001990/hoh-bogachiel-trail
1064,3922,-1482,blue,3638,47.9678,26.7,"Port Angeles, Washington",-123.5824,1104,Elwha River Trail,5,4.4,"A wondrous, meandering hike through one of the country's most robust old growth forests.",https://www.hikingproject.com/trail/7001969/elwha-river-trail
1065,3576,-5,black,5036,47.8564,4.7,"Port Angeles, Washington",-123.4695,1460,Dodger Point Primitive Trail,1,4.0,A limited use trail leading to big views and amazing ridge lines.,https://www.hikingproject.com/trail/7001896/dodger-point-primitive-trail
1066,1141,-94,blue,4686,47.7233,2.2,"Port Angeles, Washington",-123.5502,3637,Martins Park Trail,0,0.0,Needs Adoption,https://www.hikingproject.com/trail/7001879/martins-park-trail
1067,9860,-9859,black,6418,47.9654,46.9,"Sequim, Washington",-123.1154,992,Gray Wolf Loop,2,3.0,A tough loop route that crosses three intense mountain passes while providing scenic views.,https://www.hikingproject.com/trail/7016847/gray-wolf-loop
1068,2166,-2520,black,6449,47.798,6.0,"Port Angeles East, Washington",-123.3442,4149,Lost Pass Trail,1,5.0,A very rewarding trail that takes you over two mountain passes & through great fields of wildflowers,https://www.hikingproject.com/trail/7001908/lost-pass-trail
1069,3701,-808,blueBlack,4495,47.738,13.1,"Quilcene, Washington",-123.1638,1602,Dosewallips River Trail,2,4.5,Follow the Dosewallips River as you ascend deep into the ancient forests of Olympic NP.,https://www.hikingproject.com/trail/7001890/dosewallips-river-trail
1070,3049,-1640,blueBlack,4478,47.7436,10.0,"Quilcene, Washington",-123.1894,1769,West Fork Dosewallips River Trail,1,4.0,The perfect backpacking trail to traverse Olympic National Park.,https://www.hikingproject.com/trail/7001971/west-fork-dosewallips-river-trail
1071,4140,-1418,blue,5820,47.8105,10.2,"Port Angeles, Washington",-123.4491,1796,Hayden Pass Trail,0,0.0,Needs Adoption,https://www.hikingproject.com/trail/7001877/hayden-pass-trail
1072,6116,-3444,blue,6131,47.9654,21.1,"Sequim, Washington",-123.1154,977,Gray Wolf Trail,4,4.0,"Underrated and gorgeous, this region is a secret spot for locals and wilderness lovers.",https://www.hikingproject.com/trail/7002006/gray-wolf-trail
1073,1338,0,blueBlack,5275,47.8557,1.8,"Quilcene, Washington",-123.279,3937,Cedar Lake Trail,0,0.0,Needs Adoption,https://www.hikingproject.com/trail/7001909/cedar-lake-trail
1074,3157,-3155,blueBlack,5663,47.8775,15.3,"Sequim, Washington",-123.137,2505,Royal Basin Out and Back,10,4.8,An often overlooked route from the Upper Dungeness Trailhead to Royal Basin.,https://www.hikingproject.com/trail/7016845/royal-basin-out-and-back
1075,3459,-22,greenBlue,5974,47.8781,8.0,"Sequim, Washington",-123.1371,2536,Upper Dungeness Trail,2,5.0,Needs Adoption,https://www.hikingproject.com/trail/7002008/upper-dungeness-trail
1076,3043,-43,blue,5711,47.8694,6.6,"Quilcene, Washington",-123.1509,2710,Royal Basin Trail,2,4.5,A great day hike to a gorgeous and serene mountain lake or pop up a tent for an overnighter!,https://www.hikingproject.com/trail/7001910/royal-basin-trail
1077,1944,-4607,black,6471,47.8063,8.5,"Quilcene, Washington",-123.1436,2243,Constance Pass Trail,2,3.5,"Stunning views, awesome wildflowers and serene beauty await.",https://www.hikingproject.com/trail/7001891/constance-pass-trail
1078,1283,-250,greenBlue,1628,47.7394,5.3,"Quilcene, Washington",-123.071,571,Dosewallips Rd. Trail,4,3.0,A temporary trail enabling access to the Dosewallips River Trail from the road closure.,https://www.hikingproject.com/trail/7002035/dosewallips-rd-trail
1079,1292,-123,blue,4459,47.8353,3.8,"Quilcene, Washington",-123.1541,3167,Heather Creek Trail,0,0.0,Needs Adoption,https://www.hikingproject.com/trail/7001943/heather-creek-trail
1080,236,-241,greenBlue,1060,47.6765,1.5,"Brinnon, Washington",-123.0389,872,Murhut Falls,10,4.4,This is an easy hike to a 130 foot waterfall in a beautiful setting.,https://www.hikingproject.com/trail/7002056/murhut-falls
1081,557,-653,blueBlack,5648,47.8594,2.3,"Quilcene, Washington",-123.0585,4995,Silver Lakes Trail,2,5.0,"Very nice detour for those looking for a little more solitude and beautiful views.  The Mt. Townsend Trail #839 can get very busy on the weekends and while a lot of the more casual hikers just make it to the Mt Townsend summit, this trail takes you off th",https://www.hikingproject.com/trail/7001931/silver-lakes-trail
1082,3965,-379,dblack,5660,47.6842,6.9,"Brinnon, Washington",-122.9568,2074,Mount Jupiter Trail,1,5.0,This trail begins in second growth forest and rhododendrons with brief glimpses of Duckabush Valley and Mt. Jupiter.,https://www.hikingproject.com/trail/7030834/mount-jupiter-trail
1083,1683,-973,blueBlack,2384,47.8263,3.6,"Quilcene, Washington",-122.9388,750,Notch Pass Trail,1,5.0,Needs Summary,https://www.hikingproject.com/trail/7001948/notch-pass-trail
1084,2993,-253,blue,6195,47.8864,8.4,"Sequim, Washington",-123.0917,3228,Tubal Cain River Trail,5,4.4,Needs Adoption,https://www.hikingproject.com/trail/7001933/tubal-cain-river-trail
